,Country,Year,fertilityRate,lifeExpectancy,mortalityRate,popGrowth,ruralPopPct,gdpGrowthPct,gdpUS,gdpPerCapitaUS,gdpPerCapita ppp,gdp pppInternational,gni,gniPerCapita,gniPerCapita ppp,pop14under,pop15to24,pop25to64,pop65over,hivPct,povertyRatio,totalPop,Happiness Score
111,Haiti,2017,2.8680000000000003,63.589,53.9,1.2268,45.654,1.17328,8408150517.976841,765.6839200000002,1818.79478,19972602022.7143,555433424600.0,760.0,1830.0,3692.76,2165.211,4593.35,531.045,1.9,0.0,10982.366000000002,3.6029999256134
112,Gabon,2015,3.85,65.685,37.4,2.86218,11.882,3.8789,14377324797.637,7448.715690000001,17981.2212,34706903628.3268,7797324892900.0,8040.0,16490.0,707.65,365.527,803.8739999999998,70.635,4.3,0.0,1947.686,3.896
113,Gabon,2016,3.786,66.105,36.1,2.53781,11.441,2.09144,14014369641.7689,7078.72954,18092.9896,35820247513.748,7665279545400.0,7180.0,16690.0,734.653,365.829,834.99,72.40100000000002,4.3,0.0,2007.873,4.121
114,Gabon,2017,3.72,66.48,35.1,2.26486,11.024,0.49532,15013950984.084,7413.795209999998,18113.29628,36681906488.2971,8191539792500.0,6650.0,16980.0,760.312,366.179,864.316,74.016,4.2,3.4,2064.823,4.46500015258789
115,Armenia,2015,1.622,74.445,12.5,0.36853,36.915,3.2,10553337672.9872,3617.93575,8753.124459999999,25532426386.9439,5255295806800.0,4030.0,9120.0,587.452,419.961,1599.9160000000004,318.224,0.2,1.9,2925.553,4.35
116,Armenia,2016,1.612,74.618,11.9,0.2693,36.918,0.2,10546135160.031,3605.74312,8842.694759999997,25863255107.3287,5175027274000.0,3770.0,9030.0,594.869,400.555,1618.368,322.351,0.2,1.8,2936.143,4.36
117,Armenia,2017,1.604,74.782,11.3,0.19244,36.897,7.5,11536590635.8267,3936.79832,9667.95934,28331471460.0376,5792556173500.0,3990.0,10060.0,602.339,382.519,1633.16,326.773,0.2,1.4,2944.791,4.37599992752075
118,Hungary,2015,1.45,75.56829,4.3,-0.23786,29.5,3.53643,123074092703.141,12503.68207,26356.31374,259425934088.901,32862766000000.0,13140.0,25190.0,1412.775,1142.326,5514.736,1708.086,0.1,0.5,9777.923,4.8
119,Hungary,2016,1.53,76.06341,4.1,-0.29511,29.221,2.2808,126007978024.32,12839.58454,26851.62497,263522465090.644,34609009000000.0,12940.0,26200.0,1401.602,1115.558,5480.051,1755.764,0.1,0.0,9752.975,5.145
120,Hungary,2017,1.53,76.06341,3.8,-0.26586,28.938,4.13706,139761138102.757,14278.8745,28798.642560000004,281880134196.442,36823641000000.0,12920.0,27650.0,1398.396,1084.389,5439.445,1807.593,0.1,0.0,9729.823,5.32399988174438
121,Hong Kong,2015,1.196,84.27805,0.0,0.8512,,2.38785,309383627028.56104,42431.88828,57235.21309,417319109173.197,2442656000000.0,41180.0,58290.0,802.5,803.062,4489.141,1091.293,0.0,0.0,7185.996,5.474
122,Hong Kong,2016,1.205,84.22683,0.0,0.61937,,2.16292,320881182123.855,43737.04197,58747.5981,431007628199.464,2553369000000.0,42970.0,60220.0,811.1060000000001,778.846,4512.588,1141.002,0.0,0.0,7243.541999999998,5.457999999999998
123,Myanmar,2015,2.23,66.464,41.1,0.9192,70.142,6.992839999999998,59687410896.5734,1138.99298,5400.64359,283013539217.893,70439590643447.1,1210.0,5230.0,14654.403,9574.412,25729.1,2722.811,0.7,6.2,52680.726,4.307
124,Myanmar,2016,2.207,66.612,39.9,0.91474,69.918,5.86247,63256184700.2223,1196.1032,5727.14635,302881411676.447,77898569884930.7,1200.0,5590.0,14497.164,9633.981,26074.555,2839.501,0.7,0.0,53045.201,4.395
125,Myanmar,2017,2.187,66.744,38.5,0.91362,69.678,6.75863,67068745521.3823,1256.66067,6173.77692,329498234065.62604,88283941636751.2,1210.0,6030.0,14331.442,9692.474,26389.974,2968.633,0.7,0.0,53382.523,4.54500007629395
126,Colombia,2015,1.874,74.2,13.5,0.90978,20.236,2.95595,293481748240.779,6085.20998,13800.53251,665581700726.1229,788989562765929.0,7180.0,13530.0,11656.662,8562.614,23644.821,3656.57,0.5,4.5,47520.667,6.477
127,Colombia,2016,1.853,74.381,13.1,0.87679,19.892,1.96261,282856115393.175,5813.69452,14101.07895,686065702358.866,847918062521171.0,6340.0,13840.0,11584.06,8624.898000000001,24142.783,3823.311,0.5,4.5,48175.052,6.481
128,Colombia,2017,1.834,74.562,12.7,0.84364,19.554,1.78919,314457601859.523,6408.92001,14503.32619,711614618938.024,903293091722585.0,5890.0,14120.0,11521.648,8680.085,24697.945,4010.161,0.5,3.9,48909.83900000001,6.35699987411499
129,Denmark,2015,1.71,80.70244,3.6,0.7064199999999999,12.474,2.34262,302673037998.602,53254.85059,49058.49608,278823128470.217,2090395000000.0,60270.0,50360.0,958.156,749.049,2897.9390000000008,1083.5510000000004,0.1,0.2,5688.695,7.527
130,Denmark,2016,1.79,80.85365999999998,3.7,0.7803899999999999,12.358,2.39968,311988101661.744,54467.10143,50694.18932,290376823344.338,2118148000000.0,56750.0,51130.0,947.928,747.903,2906.234000000001,1109.284,0.1,0.0,5711.349,7.526
131,Denmark,2017,1.79,81.00488,3.7,0.64335,12.243,2.26237,329865537183.471,57218.85196,54356.44827000001,313363837170.34,2194349000000.0,55330.0,54760.0,945.349,741.063,2918.926,1126.936,0.1,0.0,5732.274,7.52199983596802
132,Bhutan,2015,2.086,69.817,27.6,1.39889,61.322,6.64456,2059809919.89325,2616.01034,8273.414840000001,6514371014.92423,122981390000.0,2400.0,7700.0,199.284,153.48,333.309,41.803,0.0,0.0,727.8760000000002,5.252999999999999
133,Bhutan,2016,2.051,70.197,26.5,1.30955,60.572,8.0221,2219675780.89539,2782.36797,8917.30262,7113911922.16137,136687950000.0,2520.0,8170.0,197.015,152.297,344.353,43.043,0.0,0.0,736.7080000000002,5.1960000000000015
134,Bhutan,2017,2.02,70.565,25.6,1.22652,59.833,4.6291,2528007911.35353,3130.23354,9391.53918,7584700959.07262,150768530000.0,2660.0,8600.0,195.482,150.578,355.329,44.174,0.0,1.5,745.563,5.01100015640259
135,Costa Rica,2015,1.8,79.634,8.2,1.05123,23.138,3.63173,54775994478.4981,11393.02842,15740.60049,75678477538.1407,27990388802838.5,10480.0,15050.0,1073.771,821.738,2531.353,420.942,0.4,1.5,4847.804,7.226
136,Costa Rica,2016,1.783,79.831,8.0,1.0227,22.265,4.24599,57157992434.219,11767.50425,16419.5978,79754485502.2538,29784263236850.7,10860.0,15710.0,1070.537,811.3430000000002,2578.216,439.249,0.4,1.3,4899.345,7.0870000000000015
137,Costa Rica,2017,1.768,80.03,7.8,0.99345,21.44,3.28046,57285984447.7113,11677.26904,17109.751,83936486033.1431,31112379281148.6,11120.0,16230.0,1068.07,799.827,2624.161,457.896,0.4,1.0,4949.9540000000015,7.0789999961853
138,Iceland,2015,1.8,82.46829,1.7,1.04194,6.3,4.46786,17344165907.2129,52428.59576,48728.09936,16119986191.1823,2182437000000.0,50150.0,46480.0,67.082,47.157,170.71400000000003,45.29,0.0,0.0,330.24300000000005,7.561
139,Iceland,2016,1.74,82.20488,1.7,1.38808,6.265,7.35148,20716024757.4057,61757.94931,52582.29385,17638152067.4973,2395281000000.0,55120.0,50320.0,66.921,46.512,172.03900000000004,46.734,0.0,0.0,332.206,7.501
140,Iceland,2017,1.74,82.20488,1.6,2.34558,6.227,4.02487,24488467010.4793,71311.78512,55322.08459,18997603847.6707,2560510853242.0,60500.0,54140.0,66.844,45.688,173.623,48.238,0.0,0.0,334.3930000000001,7.50400018692017
141,Central African Republic,2015,4.94,51.41,91.6,0.67777,59.723,4.79989,1583776805.9656801,348.38143,663.8265299999998,3017821787.90715,940845640600.0,360.0,670.0,2031.129,930.329,1404.51,127.202,4.2,0.0,4493.17,3.678
142,Central African Republic,2017,4.796,52.89,87.6,1.39317,59.02,4.29994,1949411659.20453,418.41129,727.4859700000002,3389415337.373461,1137684000000.0,390.0,730.0,2051.951,978.308,1435.6229999999996,130.141,4.0,0.0,4596.023,2.69300007820129
143,India,2015,2.352,68.30199999999999,35.3,1.16753,67.223,7.99625,2103587813812.2,1606.95269,6139.03345,8036326166086.36,136042577870300.0,1600.0,6060.0,372623.069,242349.879,621619.171,73560.284,0.2,0.0,1310152.403,4.565
144,India,2016,2.326,68.56,33.6,1.14821,66.818,8.16953,2290432075123.55,1729.70973,6636.53927,8787915193331.44,150773836949600.0,1680.0,6510.0,369969.885,243895.766,633918.272,76733.326,0.2,0.0,1324517.249,4.404
145,India,2017,2.3040000000000003,68.803,32.0,1.12707,66.4,7.167889999999999,2650725335363.83,1979.3643,7166.20157,9596834735263.64,165872779170000.0,1790.0,6950.0,367850.972,245212.119,645519.145,80094.549,0.2,0.0,1338676.785,4.31500005722046
146,Comoros,2015,4.42,63.473,54.9,2.3477,71.53,1.09996,988150249.5336901,1271.05704,2663.84442,2070936587.69989,440039000000.0,1390.0,2670.0,312.073,154.46200000000005,288.396,22.493,0.1,0.0,777.424,3.956
147,Comoros,2016,4.347,63.701,53.6,2.3111900000000003,71.381,2.1882,1024261820.6281,1287.4064,2689.02966,2139394687.5466,457927000000.0,1320.0,2700.0,318.051,157.06,297.216,23.265,0.1,0.0,795.592,3.956
148,Botswana,2015,2.774,65.846,33.1,1.85598,32.845,-1.6979400000000002,14406496463.6055,6521.14613,16054.67846,35467947488.5134,143743559700.0,6680.0,15810.0,740.482,400.115,898.7560000000002,81.363,23.1,16.1,2120.716,4.332
149,Botswana,2016,2.73,66.797,32.3,1.84167,32.067,4.3154900000000005,15648632361.5749,6954.14413,16621.703,37403153385.7766,164017136100.0,6600.0,15980.0,749.806,403.30800000000005,921.343,85.47,23.0,0.0,2159.927,3.974
150,Botswana,2017,2.6830000000000003,67.618,30.8,1.82311,31.3,2.36008,17406565823.2986,7595.611140000001,17024.17,39013626455.5557,174110099100.0,6730.0,16460.0,759.404,408.30800000000005,947.25,90.118,22.8,0.0,2205.08,3.7660000324249294
151,Albania,2015,1.714,78.17399999999998,8.3,-0.29121,42.566,2.22,11386931489.7968,3952.83078,11662.04493,33594887824.106007,1451382009300.0,4390.0,11800.0,539.622,497.661,1488.2579999999996,364.972,0.1,0.0,2890.513,4.959
152,Albania,2016,1.713,78.345,8.1,-0.15988,41.57899999999999,3.35,11883682170.8236,4131.87234,11890.55389,34198433942.7886,1499158508000.0,4320.0,12080.0,530.634,484.816,1497.015,373.973,0.1,0.0,2886.438,4.655
153,Albania,2017,1.71,78.495,7.8,-0.09197,40.617,3.83554,13038538300.2644,4537.57906,12943.4455,37192434064.6924,1565222434000.0,4320.0,13050.0,519.967,471.698,1508.071,384.43300000000005,0.1,0.0,2884.169000000001,4.64400005340576
154,Belgium,2015,1.7,80.99268000000002,3.2,0.57945,2.124,1.71668,455837758493.348,40431.95262,45582.09769,513901503405.92,408776700000.0,44180.0,45330.0,1919.419,1325.25,5995.3780000000015,2047.893,0.0,,11287.94,6.937
155,Belgium,2016,1.68,81.43902,3.1,0.5063,2.081,1.48868,469738715754.105,41454.52493,47220.36312,535073861459.992,425082800000.0,42530.0,47270.0,1932.148,1319.999,6016.255,2086.018,0.0,0.0,11354.42,6.9289999999999985
156,Belgium,2017,1.68,81.43902,3.1,0.44881,2.039,1.69288,494763551890.776,43467.4459,49366.67634,561910911173.538,444348700000.0,42050.0,49960.0,1945.523,1313.102,6038.868,2122.255,0.0,0.0,11419.748,6.89099979400635
157,Belize,2016,2.51,70.384,12.8,2.11122,54.505,-0.58802,1806646250.0,4923.3589200000015,8421.23595,3090206216.39442,3391676800.0,4430.0,7900.0,116.133,75.544,160.106,16.617,1.9,0.0,368.4,5.956
158,Belize,2017,2.475,70.58800000000002,12.2,2.08385,54.399,1.43729,1862614800.0,4971.20164,8525.12799,3194203481.88057,3414389500.0,4390.0,7810.0,116.126,76.789,165.509,17.345,1.9,0.0,375.769,5.955999851226809
159,Germany,2015,1.5,80.64146,3.3,0.8657,22.8,1.73897,3381389338658.82,41394.65816,47979.4842,3919281462065.81,3114633000000.0,46020.0,49010.0,10809.792,8664.76,44958.723,17354.136000000002,0.2,,81787.411,6.75
160,Germany,2016,1.59,80.99024,3.2,0.8072199999999999,22.776,2.24224,3495162856297.22,42443.46507,49921.33062,4110955131099.1,3222405000000.0,44360.0,50910.0,10944.346,8666.214,45085.215,17497.993000000002,0.2,0.0,82193.768,6.994
161,Germany,2017,1.57,80.99024,3.1,0.40859,22.739,2.15711,3693204332229.78,44665.50637,52555.93264,4345630753849.6,3346282000000.0,43700.0,53660.0,11118.125,8683.341,45191.611,17665.332,0.2,0.0,82658.409,6.9510002136230495
162,Egypt,2015,3.3110000000000004,71.304,20.1,2.11829,57.215,4.37202,332698041030.807,3547.71301,10783.06539,1011216161062.99,2402022898900.0,3310.0,10600.0,30795.828,16602.672,40327.432,4716.615,0.1,1.3,92442.547,4.194
163,Egypt,2016,3.265,71.484,19.4,2.0167900000000003,57.268,4.34664,332927833278.038,3479.28125,11147.70046,1066708753511.03,2673008858200.0,3410.0,11000.0,31777.148,16619.068,41190.044,4860.813,0.1,0.0,94447.073,4.362
164,Egypt,2017,3.21,71.661,18.8,1.92974,57.295,4.18122,235369129337.71106,2412.72708,11608.37645,1132433700890.58,3402647518200.0,3010.0,11380.0,32574.004,16712.358,42152.853,5003.376,0.1,0.0,96442.591,4.7350001335144
165,Chile,2015,1.785,79.315,6.7,0.8417100000000001,12.64,2.30526,243999477737.94,13736.63569,22959.55434,407823239610.5061,154931445181098.0,14310.0,22290.0,3695.764,2811.699,9557.786,1904.104,0.5,1.3,17969.353,6.67
166,Chile,2016,1.774,79.52199999999998,6.6,0.82458,12.578,1.26587,250036180921.053,13960.89421,23228.21697,416011651795.139,164499749697238.0,13590.0,22570.0,3696.328,2798.565,9733.325,1980.85,0.5,0.0,18209.068,6.705
167,Chile,2017,1.766,79.732,6.3,0.8062,12.51,1.48991,277075944401.94104,15346.4497,24747.30715,446805849895.324,172769784149373.0,13610.0,23780.0,3698.557,2775.223,9929.467,2067.192,0.6,0.7,18470.439,6.65199995040894
168,Cameroon,2015,4.7780000000000005,57.582,58.2,2.6385400000000003,45.422,5.65146,30916218544.4404,1353.92449,3512.66769,80210087640.9496,18027082000000.0,1470.0,3460.0,10068.777,4646.075,7947.624,635.8919999999998,3.9,0.0,23298.368,4.252
169,Cameroon,2016,4.708,58.073,56.6,2.6135900000000003,44.82100000000001,4.64848,32621535418.9031,1391.75188,3620.28461,84856535312.1656,19013838000000.0,1410.0,3560.0,10303.611,4751.607,8217.757,653.576,3.8,0.0,23926.551,4.513
170,Cameroon,2017,4.6389999999999985,58.575,55.1,2.58806,44.223,3.54909,34922782310.6416,1451.86575,3722.43117,89538343257.1625,19943363000000.0,1370.0,3650.0,10530.819,4867.145,8497.112,670.997,3.7,0.0,24566.073,4.69500017166138
171,Panama,2015,2.541,77.806,14.8,1.65788,33.304,5.73269,54091713775.5634,13627.69475,22232.81339,88247572332.1954,48743113775.5634,11740.0,20030.0,1104.892,666.841,1896.844,299.91,0.9,2.0,3968.487,6.7860000000000005
